fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,fg%,3pt%,ft%,team,home,date,game_id
43-86,8-31,14-23,11,31,42,10,13,23,1,0,108,60.9,25.8,25.8,Warriors,0,2018-02-03,400975528
39-91,12-29,25-29,16,32,48,0,15,17,1,0,115,86.2,41.4,41.4,Nuggets,1,2018-02-03,400975528
39-77,11-26,15-24,5,31,36,1,10,16,0,0,104,62.5,42.3,42.3,Hornets,0,2018-02-05,400975540
46-81,18-34,11-13,5,36,41,2,11,15,0,1,121,84.6,52.9,52.9,Nuggets,1,2018-02-05,400975540
42-88,3-28,17-21,7,32,39,2,10,20,0,0,104,81.0,10.7,10.7,Nuggets,0,2018-02-09,400975569
43-86,19-41,25-34,11,37,48,7,11,16,1,0,130,73.5,46.3,46.3,Rockets,1,2018-02-09,400975569
45-88,13-29,20-22,6,31,37,5,13,23,1,0,123,90.9,44.8,44.8,Nuggets,0,2018-02-10,400975578
46-84,7-19,14-25,8,28,36,9,15,24,0,0,113,56.0,36.8,36.8,Suns,1,2018-02-10,400975578
44-82,6-22,15-22,10,32,42,7,18,22,1,0,109,68.2,27.3,27.3,Spurs,0,2018-02-13,400975598
46-93,10-32,15-18,11,24,35,3,11,18,1,0,117,83.3,31.3,31.3,Nuggets,1,2018-02-13,400975598
47-85,24-40,16-20,8,26,34,6,18,23,0,0,134,80.0,60.0,60.0,Nuggets,0,2018-02-15,400975611
49-92,9-26,16-22,11,29,40,5,16,20,0,0,123,72.7,34.6,34.6,Bucks,1,2018-02-15,400975611
43-85,5-16,28-39,11,27,38,4,7,20,0,0,119,71.8,31.3,31.3,Spurs,0,2018-02-23,400975626
48-97,12-32,14-19,18,34,52,3,11,27,0,0,122,73.7,37.5,37.5,Nuggets,1,2018-02-23,400975626
39-77,15-35,26-32,11,31,42,3,18,23,1,0,119,81.3,42.9,42.9,Rockets,0,2018-02-25,400975642
44-91,10-29,16-24,12,24,36,6,13,27,0,0,114,66.7,34.5,34.5,Nuggets,1,2018-02-25,400975642
46-89,7-26,23-31,13,30,43,7,18,25,1,0,122,74.2,26.9,26.9,Clippers,0,2018-02-27,400975658
43-87,10-31,24-30,11,30,41,7,20,27,0,0,120,80.0,32.3,32.3,Nuggets,1,2018-02-27,400975658
40-73,6-22,22-26,6,31,37,3,22,22,2,0,108,84.6,27.3,27.3,Nuggets,0,2018-03-02,400975677
40-91,10-27,12-15,17,23,40,3,20,23,0,0,102,80.0,37.0,37.0,Grizzlies,1,2018-03-02,400975677
47-86,19-35,13-15,6,29,35,3,9,19,0,0,126,86.7,54.3,54.3,Nuggets,0,2018-03-03,400975683
46-88,9-24,16-21,12,29,41,2,9,16,0,0,117,76.2,37.5,37.5,Cavaliers,1,2018-03-03,400975683
38-92,11-36,20-26,11,38,49,8,14,16,0,0,107,76.9,30.6,30.6,Nuggets,0,2018-03-06,400975707
43-90,15-27,17-23,9,42,51,3,15,20,1,0,118,73.9,55.6,55.6,Mavericks,1,2018-03-06,400975707
44-87,13-29,12-18,7,28,35,4,10,19,0,0,113,66.7,44.8,44.8,Cavaliers,0,2018-03-07,400975716
42-86,10-27,14-18,14,37,51,2,21,16,0,0,108,77.8,37.0,37.0,Nuggets,1,2018-03-07,400975716
45-92,14-35,12-16,12,32,44,6,15,23,1,0,116,75.0,40.0,40.0,Lakers,0,2018-03-09,400975729
42-83,15-31,26-30,7,29,36,6,12,16,0,0,125,86.7,48.4,48.4,Nuggets,1,2018-03-09,400975729
39-91,6-31,20-26,7,31,38,1,3,21,0,0,104,76.9,19.4,19.4,Kings,0,2018-03-11,400975742
50-89,15-37,15-21,8,43,51,4,7,17,1,0,130,71.4,40.5,40.5,Nuggets,1,2018-03-11,400975742
38-86,13-40,14-19,5,39,44,4,19,26,1,0,103,73.7,32.5,32.5,Nuggets,0,2018-03-13,400975761
40-90,15-40,17-25,12,40,52,3,15,23,2,0,112,68.0,37.5,37.5,Lakers,1,2018-03-13,400975761
44-92,14-27,11-17,9,32,41,4,11,20,0,0,113,64.7,51.9,51.9,Pistons,0,2018-03-15,400975772
43-85,12-28,22-28,10,35,45,8,15,15,1,0,120,78.6,42.9,42.9,Nuggets,1,2018-03-15,400975772
32-87,9-33,21-29,18,31,49,5,7,25,3,0,94,72.4,27.3,27.3,Nuggets,0,2018-03-17,400975786
33-81,13-32,22-28,14,33,47,9,11,20,0,0,101,78.6,40.6,40.6,Grizzlies,1,2018-03-17,400975786
46-100,18-38,31-37,11,35,46,5,13,25,1,0,141,83.8,47.4,47.4,Nuggets,0,2018-03-19,400975800
56-102,20-36,17-27,7,39,46,11,11,26,0,0,149,63.0,55.6,55.6,Heat,1,2018-03-19,400975800
51-83,20-35,13-16,8,37,45,6,17,13,2,0,135,81.3,57.1,57.1,Nuggets,0,2018-03-21,400975815
39-89,13-38,11-14,9,25,34,4,15,22,0,0,102,78.6,34.2,34.2,Bulls,1,2018-03-21,400975815
37-85,17-34,17-18,7,31,38,10,10,16,0,0,108,94.4,50.0,50.0,Nuggets,0,2018-03-23,400975825
38-80,14-28,10-14,8,38,46,2,17,21,0,0,100,71.4,50.0,50.0,Wizards,1,2018-03-23,400975825
36-84,11-32,21-34,9,28,37,7,15,21,2,0,104,61.8,34.4,34.4,Nuggets,0,2018-03-26,400975851
46-91,13-29,18-25,14,39,53,6,17,28,1,0,123,72.0,44.8,44.8,76ers,1,2018-03-26,400975851
42-89,13-30,13-14,10,30,40,6,11,16,2,0,110,92.9,43.3,43.3,Nuggets,0,2018-03-27,400975855
47-92,13-34,7-9,9,28,37,16,9,18,0,0,114,77.8,38.2,38.2,Raptors,1,2018-03-27,400975855
49-94,10-30,18-21,12,46,58,5,15,24,0,0,126,85.7,33.3,33.3,Nuggets,0,2018-03-30,400975879
45-108,20-44,15-27,18,32,50,2,8,22,0,0,125,55.6,45.5,45.5,Thunder,1,2018-03-30,400975879
45-100,12-33,23-27,11,34,45,3,9,37,0,0,125,85.2,36.4,36.4,Bucks,0,2018-04-01,400975898
40-90,11-36,37-46,17,40,57,8,17,23,0,0,128,80.4,30.6,30.6,Nuggets,1,2018-04-01,400975898
41-84,9-19,13-16,6,29,35,4,13,24,0,0,104,81.3,47.4,47.4,Pacers,0,2018-04-03,400975911
41-89,10-32,15-20,13,36,49,8,16,19,0,0,107,75.0,31.3,31.3,Nuggets,1,2018-04-03,400975911
39-91,6-24,12-16,12,35,47,1,8,19,0,0,96,75.0,25.0,25.0,Timberwolves,0,2018-04-05,400975926
35-89,11-36,19-22,13,34,47,7,10,17,1,0,100,86.4,30.6,30.6,Nuggets,1,2018-04-05,400975926
53-85,12-29,16-23,7,26,33,6,7,26,1,0,134,69.6,41.4,41.4,Nuggets,0,2018-04-07,400975937
43-87,6-17,23-34,15,23,38,0,10,19,1,0,115,67.6,35.3,35.3,Clippers,1,2018-04-07,400975937
31-94,7-33,13-18,18,39,57,2,17,28,0,0,82,72.2,21.2,21.2,Trail Blazers,0,2018-04-09,400975957
31-83,6-26,20-26,10,42,52,5,12,18,0,0,88,76.9,23.1,23.1,Nuggets,1,2018-04-09,400975957
41-90,13-32,11-18,10,37,47,4,12,22,3,0,106,61.1,40.6,40.6,Nuggets,0,2018-04-11,400975971
42-89,9-23,19-25,8,32,40,2,8,19,0,0,112,76.0,39.1,39.1,Timberwolves,1,2018-04-11,400975971
29-73,9-30,23-29,3,44,47,3,17,15,0,0,90,79.3,30.0,30.0,Hornets,0,2017-10-18,400974700
41-96,9-26,11-12,9,38,47,3,8,21,1,0,102,91.7,34.6,34.6,Pistons,1,2017-10-18,400974700
43-87,10-23,15-20,10,23,33,1,19,32,0,0,111,75.0,43.5,43.5,Pistons,0,2017-10-20,400974773
40-75,6-17,29-35,7,30,37,7,16,18,1,0,115,82.9,35.3,35.3,Wizards,1,2017-10-20,400974773
44-91,9-30,14-15,15,28,43,2,12,25,1,0,111,93.3,30.0,30.0,Pistons,0,2017-10-21,400974781
37-81,8-30,25-31,12,27,39,2,12,21,2,0,107,80.6,26.7,26.7,Knicks,1,2017-10-21,400974781
35-75,9-24,18-24,8,41,49,0,21,24,0,0,97,75.0,37.5,37.5,76ers,0,2017-10-23,400974792
33-85,6-30,14-19,9,30,39,2,14,21,0,0,86,73.7,20.0,20.0,Pistons,1,2017-10-23,400974792
37-85,9-25,18-21,7,30,37,4,14,19,0,0,101,85.7,36.0,36.0,Timberwolves,0,2017-10-25,400974807
48-92,15-34,11-17,12,35,47,3,14,22,0,0,122,64.7,44.1,44.1,Pistons,1,2017-10-25,400974807
36-88,9-28,14-21,12,38,50,6,12,20,1,0,95,66.7,32.1,32.1,Pistons,0,2017-10-28,400974835
28-84,15-38,16-22,15,36,51,6,18,18,1,0,87,72.7,39.5,39.5,Clippers,1,2017-10-28,400974835
43-93,12-27,17-17,17,20,37,0,13,9,1,0,115,100.0,44.4,44.4,Pistons,0,2017-10-29,400974842
44-77,10-27,9-12,10,30,40,11,25,14,1,0,107,75.0,37.0,37.0,Warriors,1,2017-10-29,400974842
41-94,10-33,1-3,10,34,44,3,12,11,0,0,93,33.3,30.3,30.3,Pistons,0,2017-10-31,400974855
45-91,12-26,11-14,11,42,53,5,14,14,0,0,113,78.6,46.2,46.2,Lakers,1,2017-10-31,400974855
39-83,10-25,8-9,7,29,36,6,13,24,1,0,96,88.9,40.0,40.0,Bucks,0,2017-11-03,400974870
37-78,8-26,23-28,7,32,39,4,12,11,2,0,105,82.1,30.8,30.8,Pistons,1,2017-11-03,400974870
40-76,10-21,9-13,3,29,32,1,17,23,1,0,99,69.2,47.6,47.6,Kings,0,2017-11-04,400974883
40-79,13-24,15-22,8,27,35,3,14,19,0,0,108,68.2,54.2,54.2,Pistons,1,2017-11-04,400974883
38-88,7-24,14-18,7,31,38,3,15,24,0,0,97,77.8,29.2,29.2,Pacers,0,2017-11-08,400974910
43-83,12-27,16-25,8,42,50,5,15,22,3,0,114,64.0,44.4,44.4,Pistons,1,2017-11-08,400974910
44-89,8-24,8-11,11,34,45,7,15,21,1,0,104,72.7,33.3,33.3,Hawks,0,2017-11-10,400974920
39-89,12-30,21-27,20,31,51,5,17,18,0,0,111,77.8,40.0,40.0,Pistons,1,2017-11-10,400974920
39-90,13-37,12-16,7,32,39,5,9,22,0,0,103,75.0,35.1,35.1,Heat,0,2017-11-12,400974940
42-87,14-28,14-20,11,43,54,5,13,17,0,0,112,70.0,50.0,50.0,Pistons,1,2017-11-12,400974940
30-85,15-37,20-23,17,28,45,3,16,20,2,0,95,87.0,40.5,40.5,Pistons,0,2017-11-15,400974960
38-78,8-22,15-20,11,32,43,16,15,19,0,0,99,75.0,36.4,36.4,Bucks,1,2017-11-15,400974960
39-93,14-33,8-10,11,32,43,8,11,18,0,0,100,80.0,42.4,42.4,Pistons,0,2017-11-17,400974968
39-89,15-28,14-21,13,38,51,5,10,13,0,0,107,66.7,53.6,53.6,Pacers,1,2017-11-17,400974968
39-83,8-25,14-20,11,26,37,2,19,21,0,0,100,70.0,32.0,32.0,Pistons,0,2017-11-19,400974989
40-78,5-22,12-18,6,32,38,4,20,20,1,0,97,66.7,22.7,22.7,Timberwolves,1,2017-11-19,400974989
42-80,16-33,16-17,7,35,42,2,11,14,0,0,116,94.1,48.5,48.5,Cavaliers,0,2017-11-20,400974993
34-77,13-30,7-13,7,27,34,2,14,19,0,0,88,53.8,43.3,43.3,Pistons,1,2017-11-20,400974993
39-84,14-37,7-9,8,35,43,5,19,17,1,0,99,77.8,37.8,37.8,Pistons,0,2017-11-24,400975024
42-98,8-32,6-8,13,32,45,6,14,12,1,0,98,75.0,25.0,25.0,Thunder,1,2017-11-24,400975024
44-85,11-25,19-23,8,32,40,2,8,19,0,0,118,82.6,44.0,44.0,Pistons,0,2017-11-27,400975043
40-77,16-33,12-21,5,31,36,4,17,23,0,0,108,57.1,48.5,48.5,Celtics,1,2017-11-27,400975043
39-84,7-22,22-28,8,29,37,4,19,19,2,0,107,78.6,31.8,31.8,Suns,0,2017-11-29,400975054
51-89,13-28,16-21,5,39,44,6,19,22,0,1,131,76.2,46.4,46.4,Pistons,1,2017-11-29,400975054
35-79,9-30,12-19,4,28,32,5,15,21,0,0,91,63.2,30.0,30.0,Pistons,0,2017-12-01,400975071
43-89,7-21,16-19,16,33,49,6,11,20,0,0,109,84.2,33.3,33.3,Wizards,1,2017-12-01,400975071
34-78,9-31,26-32,7,29,36,2,16,27,3,0,103,81.3,29.0,29.0,Pistons,0,2017-12-02,400975081
35-86,10-28,28-32,17,30,47,4,17,24,1,1,108,87.5,35.7,35.7,76ers,1,2017-12-02,400975081
35-85,8-27,15-24,7,35,42,2,10,22,0,0,93,62.5,29.6,29.6,Pistons,0,2017-12-04,400975099
35-82,14-31,12-12,10,41,51,7,16,20,1,0,96,100.0,45.2,45.2,Spurs,1,2017-12-04,400975099
36-87,10-30,18-27,17,29,46,0,11,20,1,0,100,66.7,33.3,33.3,Pistons,0,2017-12-06,400975110
39-79,8-22,18-26,13,28,41,5,12,21,0,0,104,69.2,36.4,36.4,Bucks,1,2017-12-06,400975110
39-81,7-26,17-22,5,40,45,15,14,19,0,0,102,77.3,26.9,26.9,Warriors,0,2017-12-08,400975119
38-92,12-27,10-19,15,34,49,2,11,17,2,0,98,52.6,44.4,44.4,Pistons,1,2017-12-08,400975119
33-79,11-30,14-18,9,41,50,4,13,18,1,0,91,77.8,36.7,36.7,Celtics,0,2017-12-10,400975137
28-84,10-33,15-19,11,35,46,4,9,16,1,0,81,78.9,30.3,30.3,Pistons,1,2017-12-10,400975137
40-79,10-30,13-14,6,38,44,3,17,15,0,0,103,92.9,33.3,33.3,Nuggets,0,2017-12-12,400975149
28-79,9-25,19-22,11,29,40,2,20,16,1,0,84,86.4,36.0,36.0,Pistons,1,2017-12-12,400975149
41-90,13-30,10-12,14,32,46,3,15,23,0,0,105,83.3,43.3,43.3,Pistons,0,2017-12-14,400975164
32-70,11-31,16-26,7,27,34,6,16,12,1,0,91,61.5,35.5,35.5,Hawks,1,2017-12-14,400975164
39-93,13-32,13-17,11,33,44,10,9,22,0,0,104,76.5,40.6,40.6,Pistons,0,2017-12-15,400975170
35-87,9-30,19-25,15,36,51,4,13,15,1,0,98,76.0,30.0,30.0,Pacers,1,2017-12-15,400975170
41-85,17-33,11-17,8,32,40,4,16,16,1,0,110,64.7,51.5,51.5,Magic,0,2017-12-17,400975189
42-89,17-34,13-16,7,32,39,3,13,17,0,0,114,81.3,50.0,50.0,Pistons,1,2017-12-17,400975189
33-77,7-24,20-22,6,32,38,2,12,19,1,0,93,90.9,29.2,29.2,Pistons,0,2017-12-20,400975212
40-75,14-30,16-20,4,33,37,7,12,17,0,0,110,80.0,46.7,46.7,Mavericks,1,2017-12-20,400975212
44-97,8-24,5-6,16,35,51,9,14,20,1,0,101,83.3,33.3,33.3,Knicks,0,2017-12-22,400975222
38-88,10-25,18-25,15,29,44,5,11,11,1,0,104,72.0,40.0,40.0,Pistons,1,2017-12-22,400975222
34-77,6-21,9-13,5,21,26,3,12,19,0,0,83,69.2,28.6,28.6,Pacers,0,2017-12-26,400975244
41-82,12-34,13-16,10,36,46,1,10,17,3,0,107,81.3,35.3,35.3,Pistons,1,2017-12-26,400975244
35-87,9-23,10-14,9,32,41,4,15,17,1,0,89,71.4,39.1,39.1,Pistons,0,2017-12-28,400975262
37-82,11-26,17-17,9,39,48,3,18,17,1,0,102,100.0,42.3,42.3,Magic,1,2017-12-28,400975262
31-84,5-26,12-13,10,36,46,5,14,13,0,0,79,92.3,19.2,19.2,Spurs,0,2017-12-30,400975276
36-81,8-24,13-16,6,39,45,1,11,11,0,0,93,81.3,33.3,33.3,Pistons,1,2017-12-30,400975276
41-86,9-24,13-16,5,30,35,2,9,14,0,0,104,81.3,37.5,37.5,Pistons,0,2018-01-03,400975304
43-84,17-34,8-11,7,34,41,3,12,16,0,0,111,72.7,50.0,50.0,Heat,1,2018-01-03,400975304
30-78,7-22,11-19,6,28,34,4,12,14,0,0,78,57.9,31.8,31.8,Pistons,0,2018-01-05,400975315
44-90,14-30,12-13,13,42,55,4,12,17,2,0,114,92.3,46.7,46.7,76ers,1,2018-01-05,400975315
38-90,15-47,10-11,12,30,42,4,13,20,2,0,101,90.9,31.9,31.9,Rockets,0,2018-01-06,400975326
38-75,12-25,20-27,5,30,35,4,11,15,2,0,108,74.1,48.0,48.0,Pistons,1,2018-01-06,400975326
41-93,8-27,19-22,12,27,39,4,12,18,0,0,109,86.4,29.6,29.6,Pistons,0,2018-01-08,400975341
46-82,6-22,14-21,9,32,41,9,16,18,1,0,112,66.7,27.3,27.3,Pelicans,1,2018-01-08,400975341
48-93,10-21,8-12,11,43,54,4,13,14,0,0,114,66.7,47.6,47.6,Pistons,0,2018-01-10,400975352
27-74,12-37,14-15,2,33,35,2,17,11,3,0,80,93.3,32.4,32.4,Nets,1,2018-01-10,400975352
41-92,12-29,11-14,13,32,45,7,12,11,2,0,105,78.6,41.4,41.4,Pistons,0,2018-01-13,400975378
42-87,17-36,6-9,6,34,40,8,14,11,1,0,107,66.7,47.2,47.2,Bulls,1,2018-01-13,400975378
43-84,10-21,22-33,9,40,49,4,15,11,0,0,118,66.7,47.6,47.6,Hornets,0,2018-01-15,400975384
42-86,15-29,8-11,3,35,38,5,16,24,0,0,107,72.7,51.7,51.7,Pistons,1,2018-01-15,400975384
37-88,10-28,7-15,11,31,42,7,14,20,1,0,91,46.7,35.7,35.7,Pistons,0,2018-01-17,400975402
34-80,11-31,17-23,12,37,49,8,20,20,1,0,96,73.9,35.5,35.5,Raptors,1,2018-01-17,400975402
41-82,16-35,24-27,8,26,34,4,13,20,0,0,122,88.9,45.7,45.7,Wizards,0,2018-01-19,400975415
40-80,10-30,22-26,7,28,35,3,14,22,0,0,112,84.6,33.3,33.3,Pistons,1,2018-01-19,400975415
37-80,13-31,14-20,7,39,46,3,15,18,0,0,101,70.0,41.9,41.9,Nets,0,2018-01-21,400975431
38-90,9-29,15-17,7,36,43,4,6,19,1,0,100,88.2,31.0,31.0,Pistons,1,2018-01-21,400975431
38-96,10-31,12-16,9,35,44,9,14,15,1,0,98,75.0,32.3,32.3,Jazz,0,2018-01-24,400975448
38-97,7-31,12-18,15,42,57,7,19,16,1,0,95,66.7,22.6,22.6,Pistons,1,2018-01-24,400975448
45-93,14-33,17-23,13,30,43,2,9,20,1,0,121,73.9,42.4,42.4,Thunder,0,2018-01-27,400975470
39-84,12-33,18-24,13,30,43,3,16,20,1,0,108,75.0,36.4,36.4,Pistons,1,2018-01-27,400975470
40-95,14-36,10-13,7,36,43,6,6,23,0,0,104,76.9,38.9,38.9,Pistons,0,2018-01-28,400975480
42-83,15-35,22-26,4,41,45,3,10,14,0,0,121,84.6,42.9,42.9,Cavaliers,1,2018-01-28,400975480
38-84,13-35,25-32,7,34,41,5,15,22,0,0,114,78.1,37.1,37.1,Cavaliers,0,2018-01-30,400975493
49-93,9-23,18-28,8,39,47,5,10,27,1,0,125,64.3,39.1,39.1,Pistons,1,2018-01-30,400975493
40-96,8-31,14-14,10,39,49,3,9,24,3,0,102,100.0,25.8,25.8,Grizzlies,0,2018-02-01,400975507
35-76,7-25,27-37,4,37,41,4,7,19,2,0,104,73.0,28.0,28.0,Pistons,1,2018-02-01,400975507
44-91,14-36,5-7,7,26,33,4,11,14,1,0,107,71.4,38.9,38.9,Heat,0,2018-02-03,400975522
44-84,9-26,14-17,13,36,49,5,17,12,1,0,111,82.4,34.6,34.6,Pistons,1,2018-02-03,400975522
37-94,10-33,7-8,13,32,45,5,13,14,0,0,91,87.5,30.3,30.3,Trail Blazers,0,2018-02-05,400975536
44-88,15-30,8-12,10,41,51,4,14,14,0,0,111,66.7,50.0,50.0,Pistons,1,2018-02-05,400975536
39-90,17-51,11-12,8,42,50,6,19,20,1,0,106,91.7,33.3,33.3,Nets,0,2018-02-07,400975551
44-92,9-24,18-25,8,38,46,3,7,12,0,0,115,72.0,37.5,37.5,Pistons,1,2018-02-07,400975551
42-91,10-30,14-15,14,43,57,3,9,16,1,0,108,93.3,33.3,33.3,Clippers,0,2018-02-09,400975563
36-88,10-31,13-17,7,33,40,5,9,16,0,0,95,76.5,32.3,32.3,Pistons,1,2018-02-09,400975563
38-83,13-33,26-33,12,28,40,4,15,28,0,0,115,78.8,39.4,39.4,Pistons,0,2018-02-11,400975580
38-78,10-29,32-37,4,31,35,3,13,26,0,0,118,86.5,34.5,34.5,Hawks,1,2018-02-11,400975580
44-100,14-34,16-16,10,43,53,7,11,25,1,0,118,100.0,41.2,41.2,Pelicans,0,2018-02-12,400975587
35-95,9-35,24-32,14,40,54,3,14,19,0,0,103,75.0,25.7,25.7,Pistons,1,2018-02-12,400975587
38-89,6-33,16-19,8,35,43,4,11,21,0,0,98,84.2,18.2,18.2,Hawks,0,2018-02-14,400975599
35-83,13-33,21-25,10,37,47,5,16,18,0,0,104,84.0,39.4,39.4,Pistons,1,2018-02-14,400975599
41-85,17-39,11-18,10,32,42,5,11,22,0,0,110,61.1,43.6,43.6,Celtics,0,2018-02-23,400975619
37-85,10-33,14-21,12,33,45,4,13,18,0,0,98,66.7,30.3,30.3,Pistons,1,2018-02-23,400975619
42-85,4-18,10-14,8,33,41,2,17,22,0,1,98,71.4,22.2,22.2,Pistons,0,2018-02-25,400975638
42-88,16-35,14-23,13,34,47,4,18,19,0,0,114,60.9,45.7,45.7,Hornets,1,2018-02-25,400975638
36-94,7-22,15-20,13,29,42,3,13,22,0,0,94,75.0,31.8,31.8,Pistons,0,2018-02-26,400975647
42-80,17-38,22-23,6,41,47,7,18,18,0,0,123,95.7,44.7,44.7,Raptors,1,2018-02-26,400975647
28-73,8-24,23-28,6,29,35,3,13,20,0,0,87,82.1,33.3,33.3,Bucks,0,2018-02-28,400975659
42-95,9-29,17-22,22,35,57,0,9,20,2,0,110,77.3,31.0,31.0,Pistons,1,2018-02-28,400975659
40-92,12-29,14-24,13,30,43,1,14,17,0,0,106,58.3,41.4,41.4,Pistons,0,2018-03-02,400975672
44-86,13-36,14-19,7,38,45,3,16,23,1,0,115,73.7,36.1,36.1,Magic,1,2018-03-02,400975672
