team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Lakers,81,0.3827,0.2273,0.6364,14,25,17,12,4,16,2017-12-03
Jazz,96,0.4684,0.4194,0.2903,14,35,18,9,5,21,2017-12-03
Pistons,93,0.4362,0.303,0.0303,10,34,21,7,3,12,2017-12-06
Lakers,113,0.4945,0.4615,0.4231,11,42,30,9,5,14,2017-12-06
Lakers,110,0.5443,0.2222,1.1111,2,30,16,8,8,11,2017-12-09
Trail Blazers,113,0.4651,0.4091,1.0909,10,31,22,7,4,12,2017-12-09
Grizzlies,102,0.4598,0.2973,0.2973,6,33,23,6,7,12,2017-12-11
Lakers,107,0.4706,0.3333,0.6667,8,38,25,5,4,16,2017-12-11
Lakers,95,0.3605,0.1304,1.3043,17,29,17,9,4,19,2017-12-13
Wizards,111,0.5181,0.3333,0.8571,7,38,20,7,4,19,2017-12-13
Lakers,90,0.4189,0.2727,1.0,8,40,21,7,9,21,2017-12-15
Bucks,98,0.4118,0.2609,0.9565,9,33,16,11,4,13,2017-12-15
Lakers,100,0.4239,0.4242,0.2424,9,44,17,6,6,16,2017-12-16
Suns,93,0.3895,0.2692,0.4615,11,43,15,6,4,15,2017-12-16
Suns,122,0.466,0.4062,0.4062,9,35,28,10,5,13,2017-12-18
Lakers,113,0.4945,0.28,0.64,9,40,26,7,10,19,2017-12-18
Nuggets,109,0.4286,0.4194,0.7742,17,30,18,8,8,20,2017-12-20
Lakers,127,0.53,0.375,0.2812,13,33,36,11,5,15,2017-12-20
Bulls,94,0.383,0.3056,0.3056,15,39,22,4,4,14,2017-12-22
Lakers,103,0.4,0.325,0.45,12,41,23,7,6,12,2017-12-22
Lakers,102,0.5,0.5172,0.3103,4,28,27,8,4,17,2017-12-23
Kings,113,0.5529,0.4762,0.4286,10,34,26,9,4,17,2017-12-23
Lakers,100,0.4419,0.3,0.5,17,35,21,5,2,21,2017-12-26
Nuggets,115,0.4598,0.3871,0.7419,9,30,26,8,6,12,2017-12-26
Rockets,118,0.5,0.3784,0.3784,7,36,17,10,4,15,2017-12-29
Lakers,95,0.381,0.3214,0.7857,11,34,16,9,6,20,2017-12-29
Lakers,110,0.5059,0.3333,0.5556,6,40,24,7,5,14,2017-12-31
Hornets,99,0.4409,0.32,0.36,9,34,21,7,3,11,2017-12-31
Lakers,112,0.4947,0.2903,0.2903,16,33,33,7,3,18,2018-01-02
Cavaliers,121,0.5,0.4167,0.5556,8,31,32,10,5,14,2018-01-02
Lakers,122,0.4706,0.4286,0.7714,10,37,27,8,5,10,2018-01-04
Rockets,116,0.4111,0.4048,0.5952,12,35,19,7,5,14,2018-01-04
Trail Blazers,95,0.4105,0.4,0.28,9,38,19,7,8,11,2018-01-06
Lakers,92,0.4235,0.32,0.48,11,44,23,8,3,17,2018-01-06
Timberwolves,121,0.5833,0.3438,0.375,7,35,30,9,4,15,2018-01-08
Lakers,104,0.4348,0.3333,0.4667,13,24,21,10,1,12,2018-01-08
Grizzlies,109,0.493,0.2381,1.619,5,32,20,3,9,10,2018-01-10
Lakers,99,0.3763,0.2857,0.75,22,27,14,5,4,11,2018-01-10
Lakers,142,0.5048,0.4,1.04,15,39,31,6,4,14,2018-01-11
Rockets,148,0.4623,0.3462,0.6154,15,28,29,7,9,11,2018-01-11
Lakers,96,0.4474,0.3077,0.7692,9,28,18,12,4,24,2018-01-13
Timberwolves,114,0.4938,0.35,1.35,7,34,26,14,5,17,2018-01-13
Thunder,133,0.6022,0.4667,0.2333,7,37,36,12,5,9,2018-01-15
Lakers,96,0.413,0.3333,0.2727,16,29,24,5,4,17,2018-01-15
Hornets,108,0.4242,0.3636,0.3636,16,40,26,10,3,14,2018-01-17
Lakers,94,0.4043,0.25,0.25,12,34,24,7,3,16,2018-01-17
Hawks,113,0.4362,0.3529,0.5588,10,27,22,5,4,15,2018-01-20
Lakers,132,0.5581,0.4444,0.5556,6,43,32,13,6,18,2018-01-20
Kings,86,0.3448,0.381,0.8571,10,33,15,15,4,16,2018-01-22
Lakers,99,0.4805,0.3429,0.3714,9,46,30,12,4,25,2018-01-22
Spurs,81,0.4079,0.4,0.55,7,38,21,6,5,20,2018-01-24
Lakers,93,0.4138,0.3421,0.2105,12,35,22,15,4,15,2018-01-24
Lakers,107,0.4526,0.3077,0.5,11,48,24,4,0,14,2018-01-26
Mavericks,101,0.3778,0.2558,0.5116,4,35,20,5,1,8,2018-01-26
Lakers,114,0.3958,0.3429,0.7429,12,32,25,11,8,13,2018-01-28
Grizzlies,123,0.5122,0.4545,1.3182,6,42,24,8,8,18,2018-01-28
Lakers,90,0.4691,0.3846,0.1538,6,24,25,9,1,16,2018-01-30
Thunder,114,0.4842,0.3429,0.2857,21,33,22,10,6,16,2018-01-30
Pacers,86,0.3814,0.08,0.4,12,32,15,9,4,9,2018-02-03
Lakers,99,0.55,0.3214,0.0714,6,41,26,7,6,14,2018-02-03
Lakers,108,0.4505,0.2083,0.875,10,38,23,6,3,9,2018-02-05
Bulls,103,0.3763,0.4722,0.4444,16,37,21,3,7,13,2018-02-05
Lakers,105,0.4699,0.2,1.15,11,32,18,7,1,16,2018-02-09
Magic,127,0.5432,0.5625,0.6562,4,31,28,13,4,14,2018-02-09
Lakers,108,0.4884,0.4333,0.3667,8,32,24,6,7,19,2018-02-10
Thunder,104,0.4494,0.28,0.68,13,33,17,13,6,17,2018-02-10
Suns,93,0.383,0.2759,0.4483,16,32,24,4,4,11,2018-02-12
Lakers,112,0.4699,0.4231,0.8846,12,44,19,7,7,14,2018-02-12
Thunder,81,0.3556,0.2353,0.2647,17,33,16,6,4,13,2018-02-14
Lakers,106,0.4375,0.3226,0.3871,13,38,28,5,7,8,2018-02-14
Lakers,123,0.5476,0.4706,0.4412,9,28,29,7,0,17,2018-02-22
Mavericks,130,0.5393,0.4444,0.8148,10,30,32,8,3,9,2018-02-22
Lakers,117,0.5111,0.4545,0.6818,7,30,26,5,3,20,2018-02-23
Pelicans,139,0.5354,0.4375,0.5938,12,36,35,13,7,11,2018-02-23
Lakers,111,0.4574,0.2258,0.5806,11,35,19,6,4,13,2018-02-27
Timberwolves,119,0.4667,0.25,1.2083,11,35,23,5,10,10,2018-02-27
Mavericks,102,0.4066,0.4524,0.2143,3,26,25,9,8,11,2018-02-28
Lakers,124,0.5161,0.3939,0.4545,13,49,32,8,6,16,2018-02-28
Lakers,113,0.4505,0.4474,0.3684,12,32,26,5,6,10,2018-03-02
Kings,108,0.4468,0.52,0.44,17,31,28,5,5,11,2018-03-02
Lakers,123,0.5222,0.4545,0.4242,10,49,28,8,6,23,2018-03-04
Hawks,104,0.375,0.2222,0.6667,8,33,21,14,3,11,2018-03-04
Lakers,131,0.5949,0.5517,0.7241,6,30,29,9,5,13,2018-03-06
Heat,113,0.4842,0.2903,0.3871,14,26,23,6,5,11,2018-03-06
Lakers,116,0.4348,0.4412,0.6176,10,36,26,10,4,15,2018-03-09
Spurs,112,0.449,0.2333,0.5667,12,38,28,10,5,16,2018-03-09
Trail Blazers,108,0.4217,0.4348,1.2174,7,43,19,6,5,14,2018-03-10
Lakers,103,0.3908,0.2973,0.6486,7,40,20,9,7,10,2018-03-10
Magic,107,0.5,0.4286,0.3929,8,35,31,5,4,16,2018-03-13
Lakers,108,0.4886,0.3333,0.3333,7,32,27,7,3,14,2018-03-13
Lakers,116,0.4891,0.4,0.3429,12,32,25,8,6,15,2018-03-15
Nuggets,125,0.506,0.4839,0.8387,7,29,30,10,6,12,2018-03-15
Cavaliers,113,0.4659,0.3871,0.6129,7,30,22,4,5,12,2018-03-16
Lakers,127,0.5,0.3824,0.5294,14,37,30,9,4,13,2018-03-16
Nuggets,103,0.4419,0.325,0.35,5,39,26,12,4,19,2018-03-18
Lakers,112,0.4444,0.375,0.425,12,40,20,6,3,15,2018-03-18
Heat,92,0.383,0.2778,0.2778,12,31,23,14,6,11,2018-03-20
Lakers,91,0.4211,0.4737,0.9474,7,42,22,5,4,20,2018-03-20
Lakers,100,0.4419,0.2424,0.4848,14,33,20,4,3,13,2018-03-21
Pacers,110,0.4943,0.2857,0.8571,9,35,24,9,8,6,2018-03-21
Lakers,125,0.4943,0.4359,0.5641,7,33,19,4,3,16,2018-03-23
Pelicans,128,0.5474,0.25,0.75,8,34,28,13,4,9,2018-03-23
Lakers,100,0.407,0.3421,0.4474,11,33,19,7,2,11,2018-03-25
Grizzlies,93,0.4167,0.1724,0.6207,11,32,20,7,6,10,2018-03-25
Lakers,106,0.4706,0.2609,0.8696,6,41,29,3,7,10,2018-03-27
Pistons,112,0.44,0.3939,0.3333,10,40,21,4,2,7,2018-03-27
Mavericks,93,0.3929,0.2955,0.3182,6,34,17,10,1,10,2018-03-28
Lakers,103,0.4675,0.2727,0.6667,7,42,25,6,5,15,2018-03-28
Bucks,124,0.4787,0.3793,0.7931,8,31,24,14,6,12,2018-03-30
Lakers,122,0.5106,0.2963,0.6667,15,41,33,5,3,18,2018-03-30
Kings,84,0.3804,0.2917,0.2917,13,34,17,9,5,10,2018-04-01
Lakers,83,0.4,0.2188,0.5,10,37,18,5,6,14,2018-04-01
Lakers,110,0.4865,0.5,0.8571,7,32,23,7,5,16,2018-04-03
Jazz,117,0.4831,0.4242,0.5152,14,33,29,10,5,14,2018-04-03
Spurs,112,0.433,0.3913,0.8261,15,31,25,7,5,10,2018-04-05
Lakers,122,0.5465,0.5417,0.625,4,40,32,4,3,13,2018-04-05
Timberwolves,113,0.43,0.3077,0.7308,18,30,25,14,8,5,2018-04-07
Lakers,96,0.3924,0.3333,1.0833,13,40,16,3,2,20,2018-04-07
Jazz,112,0.506,0.3611,0.4167,7,38,35,8,4,18,2018-04-09
Lakers,97,0.3978,0.2,0.72,12,32,20,8,4,12,2018-04-09
Rockets,105,0.4205,0.3404,0.3191,8,41,19,9,5,18,2018-04-11
Lakers,99,0.4222,0.2778,0.3611,9,38,22,14,4,17,2018-04-11
Trail Blazers,124,0.4889,0.5833,0.9167,15,42,22,8,7,16,2017-10-19
Suns,76,0.3146,0.2593,0.4815,10,23,10,9,8,16,2017-10-19
Kings,115,0.4343,0.4091,0.9091,13,24,19,13,2,9,2017-10-20
Suns,117,0.5455,0.3333,0.7667,6,39,20,6,5,20,2017-10-20
Jazz,88,0.4156,0.24,0.72,7,37,20,8,10,23,2017-10-22
Suns,97,0.4375,0.3158,0.3684,16,39,18,8,5,16,2017-10-22
Suns,107,0.4253,0.3462,0.9231,12,34,21,12,7,17,2017-10-25
Trail Blazers,114,0.4396,0.4231,0.8846,12,41,27,8,7,14,2017-10-25
Suns,122,0.494,0.375,1.2917,11,34,23,5,5,9,2017-10-27
Wizards,116,0.4457,0.3333,0.8,15,30,20,5,4,12,2017-10-27
Suns,95,0.4568,0.3478,0.5652,11,34,23,5,4,18,2017-10-28
Spurs,112,0.5,0.5,0.5909,8,35,21,9,4,9,2017-10-28
Heat,126,0.5309,0.4,0.9333,11,42,21,5,4,14,2017-10-31
Suns,115,0.4545,0.4138,0.7931,6,28,20,4,2,11,2017-10-31
Magic,128,0.5244,0.4643,1.0357,7,37,29,8,5,18,2017-11-02
Suns,112,0.4681,0.2083,0.7917,12,28,13,8,5,15,2017-11-02
Timberwolves,110,0.4062,0.2,1.4,19,28,16,12,4,11,2017-11-03
Suns,118,0.5349,0.3846,0.6154,7,39,21,4,10,18,2017-11-03
Rockets,142,0.4778,0.4773,0.7955,12,39,27,9,9,14,2017-11-05
Suns,116,0.4519,0.3333,0.4,16,31,28,9,5,14,2017-11-05
Bulls,105,0.4158,0.3333,0.25,12,35,20,5,1,11,2017-11-08
Suns,113,0.5056,0.2593,0.5926,9,39,32,5,4,11,2017-11-08
Bucks,113,0.433,0.2759,0.7241,13,29,19,16,6,14,2017-11-09
Suns,107,0.3978,0.3182,1.1818,22,38,15,7,9,29,2017-11-09
Pelicans,115,0.4945,0.3333,0.5926,13,36,29,10,4,15,2017-11-11
Suns,91,0.3936,0.1,0.75,15,33,12,9,6,16,2017-11-11
Suns,108,0.5059,0.5,0.3462,11,26,25,6,1,15,2017-11-13
Timberwolves,119,0.5269,0.4286,0.5714,19,29,24,12,5,10,2017-11-13
Suns,104,0.4368,0.3667,0.5667,13,44,25,4,4,15,2017-11-15
Bulls,99,0.4043,0.4,0.175,9,32,27,11,7,9,2017-11-15
Suns,107,0.4643,0.3182,1.0,8,29,21,11,4,19,2017-11-17
Pistons,131,0.573,0.4643,0.5714,5,39,31,11,6,19,2017-11-17
Wizards,109,0.5062,0.381,0.9048,8,30,25,6,4,10,2017-11-19
Suns,99,0.4615,0.3043,0.8696,10,32,22,5,5,13,2017-11-19
Spurs,104,0.4598,0.3158,0.9474,18,34,18,5,6,15,2017-11-21
Suns,101,0.4375,0.28,0.96,10,30,11,4,1,10,2017-11-21
Suns,92,0.4111,0.2188,0.3438,13,32,22,5,4,12,2017-11-22
Kings,99,0.427,0.3182,0.7273,11,34,21,9,3,9,2017-11-22
Suns,108,0.4583,0.4583,1.2917,13,39,22,4,3,23,2017-11-27
Timberwolves,106,0.4211,0.3333,0.6296,10,21,21,14,8,6,2017-11-27
Suns,97,0.443,0.4,0.68,7,42,17,9,6,18,2017-11-29
Mavericks,91,0.3636,0.2973,0.4324,8,34,21,10,5,15,2017-11-29
Grizzlies,95,0.4333,0.1923,0.4615,15,35,15,5,7,9,2017-12-02
Suns,97,0.4074,0.3846,0.8077,12,32,21,4,1,10,2017-12-02
Timberwolves,115,0.5,0.375,1.5625,13,34,18,6,6,14,2017-12-03
Suns,106,0.4651,0.3438,0.4688,9,27,24,5,4,13,2017-12-03
Grizzlies,97,0.4023,0.15,1.2,10,28,12,10,11,10,2017-12-07
Suns,99,0.4444,0.3636,1.2273,6,35,24,5,5,19,2017-12-07
Suns,111,0.4824,0.4333,0.5333,16,31,26,5,5,10,2017-12-09
Kings,101,0.4625,0.3478,0.8261,8,29,23,6,2,9,2017-12-09
Hawks,103,0.4138,0.3226,0.6774,17,23,18,11,3,16,2017-12-12
Suns,104,0.5065,0.3182,0.8636,11,36,24,7,4,21,2017-12-12
Suns,111,0.4239,0.3714,0.5714,14,21,26,12,1,12,2017-12-14
Nuggets,134,0.622,0.4444,0.7407,8,40,35,8,9,20,2017-12-14
Suns,89,0.4217,0.2333,0.4,9,37,22,11,2,23,2017-12-18
Spurs,103,0.4713,0.3667,0.3333,7,37,21,15,6,15,2017-12-18
Thunder,100,0.4651,0.2963,0.4444,8,34,23,7,7,11,2017-12-20
Suns,114,0.4432,0.4359,0.4872,12,31,24,6,6,7,2017-12-20
Rockets,112,0.4149,0.3191,0.4043,14,39,18,11,4,11,2017-12-22
Suns,95,0.4625,0.4242,0.2121,4,34,27,5,3,19,2017-12-22
Pacers,120,0.5455,0.4783,0.5652,8,34,20,9,1,6,2017-12-23
Suns,97,0.4118,0.2432,0.4865,14,31,20,2,1,12,2017-12-23
Suns,111,0.4157,0.3902,0.5122,12,31,21,6,3,13,2017-12-25
Trail Blazers,118,0.5055,0.4857,0.2571,9,34,21,7,6,9,2017-12-25
Suns,108,0.4938,0.4242,0.4242,4,33,28,9,6,11,2017-12-27
Nuggets,100,0.4487,0.3889,0.4444,7,35,23,7,5,16,2017-12-27
Suns,105,0.4937,0.3462,0.6923,9,25,31,12,2,21,2017-12-29
Bucks,109,0.5352,0.2941,1.6471,8,24,20,14,5,17,2017-12-29
Suns,101,0.4167,0.2571,0.6286,10,32,22,3,2,16,2017-12-31
Pacers,116,0.5625,0.375,0.7083,3,36,32,11,3,12,2017-12-31
Suns,102,0.4235,0.2424,0.6667,7,36,17,7,2,12,2018-01-01
Rockets,113,0.4444,0.2973,1.027,5,38,17,8,2,12,2018-01-01
Suns,109,0.4634,0.3043,1.1304,15,22,20,11,2,19,2018-01-03
Grizzlies,120,0.5663,0.5,0.6818,12,26,29,7,9,20,2018-01-03
Mavericks,88,0.3636,0.2778,0.3889,15,34,18,11,4,12,2018-01-05
Suns,102,0.4819,0.3667,0.3667,8,39,23,9,3,17,2018-01-05
Jazz,129,0.5667,0.5172,0.4138,9,42,30,7,6,11,2018-01-07
Suns,97,0.4138,0.2727,0.4848,6,26,19,7,5,12,2018-01-07
Hornets,115,0.4167,0.2632,0.6579,13,30,24,12,6,8,2018-01-09
Suns,110,0.5325,0.5172,0.4483,2,37,24,4,4,19,2018-01-09
Spurs,129,0.4946,0.5,0.6562,14,48,26,6,6,12,2018-01-11
Suns,81,0.3402,0.0938,0.375,11,33,15,8,4,11,2018-01-11
Nuggets,123,0.5114,0.4483,0.6897,6,31,20,10,5,13,2018-01-13
Suns,113,0.5476,0.3684,0.7368,8,28,24,7,9,15,2018-01-13
Suns,97,0.4304,0.4138,0.5862,5,36,19,5,6,12,2018-01-15
Jazz,107,0.4239,0.2941,0.5588,14,40,22,6,3,8,2018-01-15
Trail Blazers,106,0.3939,0.2,0.7333,12,36,15,6,7,6,2018-01-17
Suns,104,0.4483,0.4231,0.5769,6,45,23,5,10,13,2018-01-17
Suns,116,0.433,0.2917,1.0417,14,37,23,9,5,14,2018-01-19
Pelicans,125,0.4725,0.2857,1.1071,9,37,30,7,8,14,2018-01-19
Suns,110,0.4578,0.2857,1.3333,8,39,19,12,6,16,2018-01-21
Grizzlies,102,0.3793,0.4194,0.7419,11,37,23,8,8,20,2018-01-21
Thunder,124,0.4792,0.3235,0.6176,16,32,22,5,11,11,2018-01-23
Suns,116,0.4792,0.44,0.52,13,31,26,5,12,13,2018-01-23
Suns,112,0.5,0.4231,0.3462,5,36,33,6,6,14,2018-01-26
Hawks,113,0.4574,0.5152,0.303,9,40,23,7,5,16,2018-01-26
Suns,103,0.4828,0.4167,0.375,12,28,21,3,2,17,2018-01-28
Heat,125,0.5109,0.3333,0.5278,16,35,33,12,6,10,2018-01-28
Suns,87,0.337,0.2432,0.4324,7,36,15,9,4,13,2018-01-31
Thunder,115,0.525,0.3939,0.5455,6,43,21,6,11,18,2018-01-31
Suns,115,0.506,0.5625,0.4062,5,30,27,9,3,14,2018-02-02
Hornets,122,0.5057,0.4062,0.6562,7,34,24,11,5,12,2018-02-02
Cavaliers,129,0.4943,0.4857,0.7429,5,39,25,12,9,19,2018-02-04
Suns,107,0.3878,0.1875,0.7812,11,36,17,10,2,18,2018-02-04
Suns,88,0.3855,0.4375,1.0625,9,42,14,4,4,22,2018-02-06
Jazz,116,0.433,0.3333,0.5556,14,39,29,12,8,7,2018-02-06
Pistons,115,0.4433,0.4167,0.3889,12,38,22,12,14,8,2018-02-08
Suns,88,0.3778,0.2059,0.3824,12,37,22,1,8,19,2018-02-08
Suns,95,0.4368,0.25,0.4286,7,29,24,9,4,17,2018-02-10
Cavaliers,120,0.4947,0.2759,0.6207,15,39,23,9,4,14,2018-02-10
Suns,99,0.4045,0.2414,0.6897,10,31,21,14,2,14,2018-02-14
Magic,105,0.4405,0.3667,0.6667,14,40,29,9,8,19,2018-02-14
Suns,103,0.4881,0.375,0.2812,8,38,23,8,5,17,2018-02-15
Rockets,104,0.4321,0.3684,0.5263,8,31,22,9,7,10,2018-02-15
Kings,94,0.3708,0.4074,0.6296,10,30,20,5,5,10,2018-02-23
Suns,97,0.4545,0.3529,1.2353,6,46,18,6,5,14,2018-02-23
Pelicans,122,0.4545,0.4211,0.4211,13,42,29,9,7,15,2018-02-24
Suns,103,0.3936,0.2727,0.6061,12,36,20,8,4,14,2018-02-24
Suns,124,0.6316,0.5,0.5769,5,41,35,5,6,14,2018-02-26
Mavericks,97,0.3814,0.2424,0.4545,18,22,20,8,1,8,2018-02-26
Rockets,105,0.3976,0.2667,0.6,12,32,19,7,3,14,2018-03-01
Kings,100,0.4773,0.3478,0.3478,9,33,19,5,4,17,2018-03-01
Kings,93,0.4253,0.4348,0.3913,16,41,20,8,3,14,2018-03-03
Mavericks,88,0.4133,0.3333,0.4545,7,29,19,8,7,12,2018-03-03
Kings,79,0.3647,0.3636,0.4091,12,27,15,6,3,13,2018-03-05
Nuggets,96,0.4353,0.3333,0.4,18,40,25,7,2,16,2018-03-05
Pelicans,114,0.4884,0.4062,0.5312,10,37,22,5,3,15,2018-03-07
Kings,106,0.4691,0.35,1.15,5,29,25,7,5,12,2018-03-07
Wizards,110,0.4706,0.5,0.3824,13,36,28,9,3,15,2018-03-09
Kings,83,0.3902,0.2727,0.5909,11,32,13,8,2,17,2018-03-09
Kings,83,0.4205,0.1429,0.5,9,36,15,8,5,14,2018-03-11
Pacers,101,0.4235,0.4138,0.5862,14,39,25,8,7,14,2018-03-11
Kings,99,0.5263,0.4762,0.4286,3,29,24,6,1,17,2018-03-13
Pistons,108,0.5063,0.5417,0.625,8,27,28,10,3,14,2018-03-13
Thunder,86,0.3372,0.2703,0.4865,9,35,15,16,2,14,2018-03-14
Kings,94,0.4684,0.375,0.4583,5,42,21,6,5,23,2018-03-14
Kings,92,0.4048,0.5217,0.5217,10,25,19,8,4,10,2018-03-16
Wizards,110,0.5116,0.3235,0.3235,10,40,30,7,1,11,2018-03-16
Kings,80,0.3523,0.2143,0.4286,11,18,18,12,2,12,2018-03-19
Hawks,126,0.6329,0.5,0.3125,9,44,40,9,6,18,2018-03-19
Trail Blazers,82,0.3704,0.28,0.6,11,33,13,8,1,17,2018-03-22
Kings,86,0.4235,0.2857,0.7143,12,31,20,11,5,13,2018-03-22
Kings,90,0.382,0.4706,0.8235,9,27,14,9,4,11,2018-03-24
Trail Blazers,102,0.5429,0.4762,0.7619,5,39,19,6,8,17,2018-03-24
Nuggets,114,0.4884,0.4688,0.4688,14,35,18,6,3,13,2018-03-26
Kings,98,0.4767,0.4,0.4,5,29,18,11,6,12,2018-03-26
Bucks,112,0.5915,0.4091,0.8636,1,37,27,13,5,12,2018-03-28
Kings,87,0.4026,0.2941,1.1765,9,31,15,5,2,16,2018-03-28
Kings,107,0.5294,0.3333,0.6111,8,35,29,5,10,12,2018-03-30
Bulls,106,0.4667,0.3611,0.25,8,30,30,8,2,8,2018-03-30
Kings,104,0.4805,0.4583,0.7917,6,27,20,7,1,15,2018-04-01
Bucks,109,0.4928,0.3158,1.8421,9,27,20,9,6,15,2018-04-01
Kings,95,0.4535,0.3125,0.2188,9,36,25,15,5,12,2018-04-03
Cavaliers,101,0.4744,0.359,0.3333,7,36,28,5,3,15,2018-04-03
Kings,116,0.4845,0.4333,0.3,11,35,21,12,4,17,2018-04-04
Pelicans,109,0.4607,0.3571,0.6071,7,28,19,7,3,17,2018-04-04
Kings,96,0.4138,0.4242,0.303,15,27,24,4,2,14,2018-04-06
Timberwolves,119,0.561,0.4762,0.8095,8,31,29,12,9,9,2018-04-06
Spurs,108,0.5,0.4783,0.3913,7,37,29,3,1,8,2018-04-08
Kings,99,0.4651,0.5455,0.3182,9,33,21,2,2,10,2018-04-08
Cavaliers,95,0.4324,0.3871,0.6129,7,30,19,9,4,11,2018-04-10
Kings,109,0.519,0.4,0.5,7,33,25,8,6,11,2018-04-10
Grizzlies,114,0.5395,0.4667,0.6,6,38,22,11,8,16,2018-04-11
Kings,96,0.4302,0.375,0.5417,12,30,20,6,2,16,2018-04-11
Hornets,131,0.573,0.4688,0.4375,5,25,25,7,3,3,2017-10-18
Kings,111,0.5172,0.4118,0.8235,16,31,22,1,2,15,2017-10-18
Nuggets,98,0.4605,0.3824,0.4412,8,38,20,2,6,25,2017-10-20
Kings,106,0.4468,0.36,0.52,10,29,21,16,4,9,2017-10-20
Spurs,107,0.4889,0.4231,0.3077,8,29,23,11,4,10,2017-10-21
Kings,100,0.4878,0.3478,0.5217,8,37,19,6,1,18,2017-10-21
Kings,88,0.3929,0.2333,0.5,6,31,22,13,0,13,2017-10-23
Thunder,95,0.4186,0.3,0.4667,18,41,20,10,6,18,2017-10-23
Jazz,120,0.5679,0.4138,0.5517,6,23,26,15,4,10,2017-10-25
Kings,105,0.5278,0.619,0.7619,8,28,19,9,4,19,2017-10-25
Kings,88,0.4,0.4074,0.4815,11,33,18,10,3,21,2017-10-28
Grizzlies,106,0.4432,0.2941,0.5294,14,35,24,12,5,13,2017-10-28
Kings,107,0.4433,0.4545,0.5,10,32,27,8,3,7,2017-10-31
Hornets,112,0.4419,0.4,0.5,11,37,22,4,10,15,2017-10-31
Kings,105,0.4943,0.3077,0.4231,11,33,24,9,11,14,2017-11-01
Magic,99,0.4337,0.3548,0.5161,11,29,23,9,4,17,2017-11-01
Kings,89,0.4691,0.4167,0.6667,5,33,17,3,6,13,2017-11-03
Heat,88,0.378,0.3529,0.4118,7,39,19,8,4,13,2017-11-03
Kings,98,0.4268,0.5294,0.2941,6,28,21,5,3,9,2017-11-05
Spurs,113,0.5,0.44,0.48,13,39,33,4,2,7,2017-11-05
Kings,114,0.4742,0.3846,0.4615,14,35,22,7,1,14,2017-11-06
Pelicans,103,0.5065,0.36,0.64,2,34,26,7,8,15,2017-11-06
Mavericks,106,0.494,0.3171,0.2683,9,27,28,8,0,13,2017-11-08
Kings,99,0.5244,0.2963,0.1852,7,25,23,11,3,16,2017-11-08
Bulls,98,0.4,0.3889,0.5556,9,37,20,6,1,12,2017-11-10
Kings,104,0.4405,0.3438,0.5938,9,36,22,5,5,11,2017-11-10
Trail Blazers,118,0.4886,0.4286,0.4857,9,36,18,10,4,11,2017-11-11
Kings,100,0.4222,0.3913,0.6522,12,31,25,5,3,12,2017-11-11
Kings,106,0.4773,0.4,0.48,15,28,17,12,2,18,2017-11-13
Timberwolves,111,0.5,0.375,1.1667,8,29,29,10,5,16,2017-11-13
Kings,114,0.5402,0.4138,0.2759,5,33,30,6,4,9,2017-11-16
Mavericks,109,0.4578,0.375,0.45,4,33,29,4,4,9,2017-11-16
Kings,91,0.4368,0.3125,0.1562,9,39,26,8,5,17,2017-11-17
Rockets,100,0.3976,0.2857,0.4082,7,41,19,10,5,13,2017-11-17
Thunder,110,0.4419,0.4,0.5714,10,39,26,6,7,11,2017-11-19
Kings,107,0.4615,0.4444,0.4074,10,34,23,6,4,9,2017-11-19
Timberwolves,118,0.5132,0.4375,2.0625,8,35,22,11,4,12,2017-11-22
Kings,100,0.4762,0.3636,0.5455,8,23,22,5,3,14,2017-11-22
Kings,99,0.4432,0.3182,0.6364,6,30,20,14,4,12,2017-11-24
Trail Blazers,116,0.5238,0.4412,0.3824,10,37,27,10,2,17,2017-11-24
Jazz,98,0.4146,0.3438,0.5938,11,41,20,9,7,13,2017-11-26
Kings,91,0.382,0.3,0.4667,11,37,15,7,7,13,2017-11-26
Pelicans,114,0.5663,0.4231,0.3462,5,35,26,6,7,16,2017-11-28
Kings,101,0.4194,0.3214,0.5,14,25,20,4,5,9,2017-11-28
Magic,88,0.4231,0.3103,0.4483,5,29,17,7,4,14,2017-11-29
Kings,94,0.4337,0.36,0.52,13,37,24,7,3,16,2017-11-29
Kings,104,0.4286,0.1935,0.6452,7,31,25,3,1,3,2017-12-02
Nuggets,130,0.5618,0.4054,0.4054,8,43,38,2,4,7,2017-12-02
Kings,101,0.4086,0.3636,0.3939,13,36,21,8,6,11,2017-12-04
Thunder,106,0.4524,0.4444,0.3889,5,38,21,5,6,10,2017-12-04
Heat,119,0.4141,0.4186,0.4419,15,38,26,5,2,14,2017-12-05
Kings,123,0.5106,0.3333,0.7917,8,35,23,6,7,11,2017-12-05
Kings,97,0.4302,0.6667,0.4286,3,30,23,11,5,13,2017-12-07
Jazz,103,0.4459,0.25,1.2917,8,40,21,8,8,15,2017-12-07
Pistons,106,0.4684,0.4828,0.6207,6,38,17,6,5,9,2017-12-09
Kings,90,0.4545,0.2609,0.1739,8,31,23,7,3,13,2017-12-09
Hawks,90,0.3929,0.3333,0.3333,6,34,19,7,2,12,2017-12-12
Kings,105,0.4624,0.4762,0.4286,12,39,28,8,9,13,2017-12-12
Mavericks,103,0.45,0.35,0.425,4,39,25,7,9,10,2017-12-13
