fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,id,team,home,date
37-99,7-26,17-19,15,37,52,16,10,11,10,14,98,400975771,Spurs,1,2017-10-21
44-105,10-32,9-10,17,30,47,20,11,7,10,17,107,400975858,Trail Blazers,0,2017-10-24
43-94,4-24,13-14,11,43,54,28,3,10,16,19,103,400975858,Pelicans,1,2017-10-24
41-95,9-31,18-25,14,37,51,24,13,4,18,22,109,400975896,Thunder,0,2017-10-25
38-83,11-32,17-23,7,37,44,28,13,3,21,20,104,400975896,Pelicans,1,2017-10-25
37-92,8-24,16-19,12,26,38,22,9,1,17,17,98,400975972,Spurs,0,2017-10-29
52-88,5-19,13-19,11,40,51,30,11,5,19,20,122,400975972,Pelicans,1,2017-10-29
37-85,8-19,17-23,11,31,42,23,7,4,13,16,99,400974440,Timberwolves,0,2017-10-31
41-89,8-21,17-19,12,38,50,22,8,11,11,18,107,400974440,Spurs,1,2017-10-31
42-76,10-17,23-30,8,36,44,18,6,3,13,20,117,400974810,Spurs,0,2017-11-01
37-80,9-26,17-18,4,28,32,19,6,2,9,25,100,400974810,Heat,1,2017-11-01
30-89,4-24,23-27,17,32,49,19,8,8,17,15,87,400974822,Spurs,0,2017-11-03
48-84,11-23,7-14,6,39,45,22,9,7,17,24,114,400974822,Magic,1,2017-11-03
33-80,8-24,27-42,11,35,46,16,11,1,12,20,101,400974877,Hornets,0,2017-11-05
39-83,9-27,21-26,7,38,45,31,7,6,15,26,108,400974877,Spurs,1,2017-11-05
33-79,7-24,13-15,13,32,45,20,4,4,16,18,86,400974961,Spurs,0,2017-11-07
39-87,9-18,11-16,11,30,41,27,9,4,6,16,98,400974961,Timberwolves,1,2017-11-07
39-89,9-23,14-21,13,28,41,24,7,3,8,22,101,400974974,Thunder,0,2017-11-08
34-77,14-35,22-28,12,32,44,23,6,7,13,18,104,400974974,Spurs,1,2017-11-08
37-85,8-30,3-8,9,29,38,21,7,7,15,15,85,400975001,Hawks,0,2017-11-10
40-89,10-31,6-6,14,38,52,29,7,5,18,17,96,400975001,Spurs,1,2017-11-10
39-81,6-25,22-25,8,37,45,22,8,7,11,19,106,400975028,Spurs,0,2017-11-12
31-84,4-25,20-26,14,28,42,20,7,4,14,19,86,400975028,Hornets,1,2017-11-12
31-76,8-28,17-23,8,31,39,14,11,9,17,24,87,400975088,Spurs,0,2017-11-15
37-87,6-22,10-21,15,32,47,21,8,2,20,19,90,400975088,Thunder,1,2017-11-15
39-72,18-34,9-12,6,23,29,28,7,4,18,16,105,400975112,Heat,0,2017-11-17
46-87,13-25,12-14,10,24,34,30,6,7,11,13,117,400975112,Spurs,1,2017-11-17
41-79,6-17,5-6,9,44,53,17,7,9,23,16,93,400975214,Spurs,0,2017-11-19
38-96,6-25,9-14,12,25,37,18,13,2,8,14,91,400975214,Trail Blazers,1,2017-11-19
34-78,10-21,11-16,5,33,38,14,7,3,14,21,89,400975221,Spurs,0,2017-11-20
34-74,12-26,20-24,5,36,41,18,7,4,12,18,100,400975221,Jazz,1,2017-11-20
40-81,11-23,19-26,10,32,42,26,4,5,14,16,110,400975335,Spurs,0,2017-11-24
48-92,8-23,7-10,9,29,38,19,7,5,9,24,111,400975335,Trail Blazers,1,2017-11-24
29-83,7-28,15-17,11,30,41,18,9,4,15,16,80,400975379,Nuggets,0,2017-11-25
41-79,14-27,16-18,6,37,43,23,9,3,15,17,112,400975379,Spurs,1,2017-11-25
37-87,8-22,17-20,8,29,37,24,12,5,9,13,99,400975387,Spurs,0,2017-11-27
40-86,9-25,13-14,11,39,50,23,8,2,15,23,102,400975387,Hawks,1,2017-11-27
40-86,10-23,14-14,10,28,38,22,11,6,13,14,104,400975496,Nuggets,0,2017-11-29
46-92,9-24,5-5,13,30,43,33,4,9,16,15,106,400975496,Spurs,1,2017-11-29
39-69,12-23,30-36,5,32,37,26,6,5,17,19,120,400975527,Jazz,0,2017-12-01
44-91,10-26,13-18,11,25,36,25,9,5,12,27,111,400975527,Spurs,1,2017-12-01
38-85,6-25,17-25,8,36,44,23,5,8,11,24,99,400975591,Spurs,0,2017-12-04
35-84,11-24,20-30,9,34,43,15,7,5,9,24,101,400975591,Jazz,1,2017-12-04
44-82,6-22,15-22,10,32,42,24,6,7,18,22,109,400975598,Spurs,0,2017-12-06
46-93,10-32,15-18,11,24,35,29,10,3,11,18,117,400975598,Nuggets,1,2017-12-06
43-85,5-16,28-39,11,27,38,28,4,4,7,20,119,400975626,Spurs,0,2017-12-08
48-97,12-32,14-19,18,34,52,33,5,3,11,27,122,400975626,Nuggets,1,2017-12-08
40-86,10-20,4-7,6,37,43,26,6,3,14,22,94,400975736,Spurs,0,2017-12-10
39-85,10-28,16-24,11,38,49,24,8,4,15,13,104,400975736,Thunder,1,2017-12-10
28-82,7-23,9-9,9,32,41,16,5,3,20,19,72,400975758,Magic,0,2017-12-13
40-84,9-19,19-23,11,37,48,24,10,7,12,13,108,400975758,Spurs,1,2017-12-13
39-81,7-12,16-20,10,24,34,22,3,2,16,16,101,400975788,Timberwolves,0,2017-12-15
49-96,6-26,13-14,14,27,41,32,11,8,5,17,117,400975788,Spurs,1,2017-12-15
35-83,8-25,12-16,9,26,35,27,11,4,12,16,90,400975817,Wizards,0,2017-12-17
39-79,7-23,13-18,12,30,42,21,7,10,15,17,98,400975817,Spurs,1,2017-12-17
43-88,11-28,23-29,5,29,34,24,10,3,15,23,120,400975831,Jazz,0,2017-12-18
47-92,7-17,23-27,11,38,49,21,9,7,13,25,124,400975831,Spurs,1,2017-12-18
39-87,10-25,18-33,10,27,37,29,7,5,8,17,106,400975854,Spurs,0,2017-12-20
46-85,10-24,14-18,10,40,50,33,5,7,16,27,116,400975854,Wizards,1,2017-12-20
37-85,11-30,14-21,10,33,43,19,11,3,15,23,99,400975872,Thunder,0,2017-12-23
34-81,13-31,22-30,14,34,48,22,13,6,16,18,103,400975872,Spurs,1,2017-12-23
42-88,11-28,10-11,11,29,40,18,4,5,13,17,105,400975942,Trail Blazers,0,2017-12-26
47-84,7-21,15-21,4,32,36,21,12,3,7,12,116,400975942,Spurs,1,2017-12-26
36-95,7-30,12-14,6,32,38,19,11,4,13,29,91,400974770,Hawks,0,2017-12-27
37-86,11-36,24-30,12,45,57,17,5,4,21,18,109,400974770,Hornets,1,2017-12-27
36-76,7-17,14-18,6,35,41,14,9,1,20,17,93,400974793,Hawks,0,2017-12-29
39-85,14-37,12-18,10,31,41,21,12,6,19,19,104,400974793,Heat,1,2017-12-29
42-91,4-20,17-23,11,35,46,25,8,4,11,12,105,400974823,Nuggets,0,2017-12-31
37-89,14-33,12-12,11,32,43,23,7,4,12,21,100,400974823,Hawks,1,2017-12-31
34-83,14-33,12-17,10,22,32,19,11,1,24,23,94,400974928,Hawks,0,2018-01-03
42-78,7-24,22-28,11,31,42,22,14,10,23,22,113,400974928,Wizards,1,2018-01-03
40-93,11-27,15-20,11,38,49,25,7,3,17,16,106,400975106,Hawks,0,2018-01-06
46-98,6-28,12-18,13,39,52,17,9,7,16,23,110,400975106,Magic,1,2018-01-06
45-92,13-34,7-8,10,29,39,39,7,2,12,24,110,400975129,Magic,0,2018-01-08
41-80,17-33,18-25,9,31,40,33,7,6,12,13,117,400975129,Hawks,1,2018-01-08
36-79,7-25,25-30,8,34,42,19,9,6,19,28,104,400975194,Heat,0,2018-01-10
38-83,8-22,26-31,10,29,39,25,8,6,12,23,110,400975194,Hawks,1,2018-01-10
44-85,15-32,14-17,7,20,27,28,12,3,15,24,117,400975228,Hawks,0,2018-01-12
44-82,13-25,19-31,15,25,40,24,11,5,19,18,120,400975228,Thunder,1,2018-01-12
35-81,9-24,20-26,9,31,40,24,6,5,13,24,99,400975254,Wizards,0,2018-01-14
41-94,11-37,20-29,16,37,53,28,7,7,11,21,113,400975254,Hawks,1,2018-01-14
36-85,7-25,10-13,15,31,46,19,9,8,20,18,89,400975279,Trail Blazers,0,2018-01-15
40-89,14-30,10-15,13,32,45,29,12,3,13,16,104,400975279,Hawks,1,2018-01-15
30-83,8-26,21-25,11,28,39,14,7,5,16,16,89,400975322,Hawks,0,2018-01-18
43-80,13-30,11-14,6,38,44,30,11,5,15,20,110,400975322,Trail Blazers,1,2018-01-18
40-80,12-27,18-18,6,38,44,25,6,4,16,23,110,400975358,Hawks,0,2018-01-19
38-95,9-37,12-20,14,26,40,27,13,6,12,18,97,400975358,Nuggets,1,2018-01-19
33-76,4-15,20-28,7,32,39,20,8,6,16,15,90,400975434,Jazz,0,2018-01-21
40-83,12-26,12-12,10,34,44,24,8,5,17,24,104,400975434,Hawks,1,2018-01-21
37-79,15-30,21-25,6,33,39,23,6,5,20,26,110,400975460,Hawks,0,2018-01-24
40-88,13-34,28-32,11,32,43,25,13,8,11,25,121,400975460,Hornets,1,2018-01-24
49-85,18-32,13-14,7,31,38,40,7,6,12,21,129,400975472,Wizards,0,2018-01-26
38-88,12-43,16-21,11,21,32,24,2,4,12,15,104,400975472,Hawks,1,2018-01-26
39-83,7-19,15-18,7,28,35,24,15,5,13,18,100,400975485,Timberwolves,0,2018-01-27
39-79,13-34,14-16,8,36,44,27,8,8,21,18,105,400975485,Hawks,1,2018-01-27
46-90,17-32,14-18,12,30,42,29,6,1,10,21,123,400975501,Hornets,0,2018-01-29
39-77,12-32,20-22,4,25,29,26,5,4,9,16,110,400975501,Hawks,1,2018-01-29
37-87,12-30,12-18,9,37,46,25,4,7,17,23,98,400975557,Hawks,0,2018-01-31
36-84,9-29,19-22,8,28,36,20,10,6,13,22,100,400975557,Magic,1,2018-01-31
42-89,16-35,19-25,9,29,38,27,9,11,7,21,119,400975753,Thunder,0,2018-02-02
37-87,13-31,20-24,13,34,47,26,5,5,15,25,107,400975753,Hawks,1,2018-02-02
46-87,17-33,20-30,6,39,45,30,3,3,10,21,129,400975767,Hornets,0,2018-02-03
42-90,16-36,17-26,6,40,46,30,5,2,11,27,117,400975767,Hawks,1,2018-02-03
38-94,9-33,14-19,11,41,52,21,7,3,13,23,99,400975808,Hawks,0,2018-02-05
33-89,6-34,22-25,12,39,51,16,8,8,16,22,94,400975808,Jazz,1,2018-02-05
41-77,13-27,19-23,4,33,37,26,10,2,20,22,114,400975866,Hawks,0,2018-02-07
48-90,13-30,17-21,7,30,37,33,9,1,13,20,126,400975866,Timberwolves,1,2018-02-07
33-96,10-36,12-13,11,30,41,19,8,6,5,10,88,400975893,Magic,0,2018-02-09
41-85,11-36,1-1,5,47,52,33,0,3,14,15,94,400975893,Hawks,1,2018-02-09
37-88,13-33,11-15,12,37,49,24,10,1,15,15,98,400975904,Hawks,0,2018-02-11
41-91,8-33,11-13,11,35,46,22,10,8,14,16,101,400975904,Heat,1,2018-02-11
42-94,17-38,14-17,10,44,54,23,9,10,11,17,115,400975918,Heat,0,2018-02-14
33-90,9-30,11-17,10,38,48,20,5,6,15,16,86,400975918,Hawks,1,2018-02-14
38-79,11-33,16-23,7,43,50,24,5,5,18,22,103,400975930,Hawks,0,2018-02-23
35-87,9-25,18-23,9,36,45,18,8,4,12,15,97,400975930,Wizards,1,2018-02-23
38-100,8-31,9-15,18,33,51,18,6,1,13,23,93,400974806,Nuggets,0,2018-02-26
38-81,13-31,21-26,10,40,50,17,5,5,14,16,110,400974806,Hornets,1,2018-02-26
41-97,11-33,20-26,9,30,39,28,11,4,11,20,113,400974839,Magic,0,2018-02-28
53-97,6-18,8-17,12,47,59,31,6,7,17,24,120,400974839,Hornets,1,2018-02-28
37-89,9-28,11-21,10,30,40,24,8,3,11,24,94,400974894,Hornets,0,2018-03-02
38-83,10-24,26-30,12,42,54,20,4,4,16,19,112,400974894,Timberwolves,1,2018-03-02
37-90,6-27,22-26,10,28,38,13,8,6,10,21,102,400974992,Timberwolves,0,2018-03-04
42-85,11-26,23-29,11,41,52,22,5,7,17,18,118,400974992,Hornets,1,2018-03-04
48-99,11-33,17-22,9,34,43,25,4,6,12,29,124,400975004,Wizards,0,2018-03-05
43-91,10-28,33-40,14,34,48,23,5,5,11,20,129,400975004,Hornets,1,2018-03-05
38-79,5-20,19-21,10,30,40,21,9,5,22,24,100,400975072,Hornets,0,2018-03-07
39-80,14-35,13-21,9,30,39,25,8,4,21,24,105,400975072,Heat,1,2018-03-07
36-82,10-32,12-14,5,35,40,24,5,5,20,30,94,400975090,Magic,0,2018-03-09
34-84,3-17,33-40,11,41,52,17,13,5,14,18,104,400975090,Hornets,1,2018-03-09
43-81,13-25,17-24,9,32,41,22,7,4,12,20,116,400975145,Hornets,0,2018-03-11
35-85,9-26,24-25,11,28,39,16,4,2,14,19,103,400975145,Thunder,1,2018-03-11
39-78,11-31,15-17,5,35,40,25,10,8,16,23,104,400975169,Heat,0,2018-03-13
34-83,10-27,20-27,11,31,42,21,7,1,16,14,98,400975169,Hornets,1,2018-03-13
37-79,10-24,9-18,5,42,47,19,2,3,20,21,93,400975180,Trail Blazers,0,2018-03-15
33-96,7-31,18-28,13,38,51,18,9,3,6,21,91,400975180,Hornets,1,2018-03-15
28-77,12-35,20-23,8,37,45,19,5,8,14,26,88,400975364,Jazz,0,2018-03-17
32-78,9-27,26-34,8,38,46,17,8,2,12,19,99,400975364,Hornets,1,2018-03-17
39-97,8-26,15-20,19,38,57,17,8,9,9,22,101,400975375,Thunder,0,2018-03-19
33-83,9-28,16-23,9,41,50,16,3,7,14,15,91,400975375,Hornets,1,2018-03-19
40-82,13-23,16-23,7,33,40,31,3,7,16,23,109,400975399,Wizards,0,2018-03-21
48-98,15-31,22-26,13,36,49,27,10,5,9,18,133,400975399,Hornets,1,2018-03-21
43-87,13-28,7-12,8,39,47,28,5,6,14,17,106,400975422,Heat,0,2018-03-23
41-90,7-27,16-21,8,35,43,22,9,8,7,12,105,400975422,Hornets,1,2018-03-23
29-84,5-24,28-35,12,34,46,12,6,6,7,15,91,400975473,Hornets,0,2018-03-25
38-85,8-26,11-18,11,40,51,25,4,5,12,24,95,400975473,Heat,1,2018-03-25
39-77,11-26,15-24,5,31,36,21,7,1,10,16,104,400975540,Hornets,0,2018-03-27
46-81,18-34,11-13,5,36,41,30,10,2,11,15,121,400975540,Nuggets,1,2018-03-27
38-98,13-33,14-17,7,37,44,17,10,3,11,16,103,400975560,Hornets,0,2018-03-29
41-90,9-31,18-22,9,48,57,18,7,7,17,19,109,400975560,Trail Blazers,1,2018-03-29
35-85,9-24,15-19,5,28,33,17,8,2,7,18,94,400975570,Hornets,0,2018-04-01
41-84,10-29,14-17,7,42,49,29,5,7,12,17,106,400975570,Jazz,1,2018-04-01
38-88,13-30,15-19,8,37,45,26,14,4,12,15,104,400975600,Hornets,0,2018-04-03
36-86,15-37,15-17,9,39,48,21,7,0,20,17,102,400975600,Magic,1,2018-04-03
44-90,17-39,17-20,13,28,41,26,7,5,8,18,122,400975621,Hornets,0,2018-04-05
40-81,9-25,16-17,6,30,36,25,3,0,14,21,105,400975621,Wizards,1,2018-04-05
35-77,6-23,17-27,9,37,46,22,6,2,17,14,93,400975884,Hornets,0,2018-04-06
40-88,18-39,9-12,11,33,44,30,11,4,12,23,107,400975884,Wizards,1,2018-04-06
48-86,17-31,24-26,9,41,50,32,4,5,9,15,137,400975928,Hornets,0,2018-04-08
42-94,9-23,7-13,12,24,36,27,2,3,8,19,100,400975928,Magic,1,2018-04-08
44-101,8-30,13-17,11,33,44,27,6,4,13,20,109,400974702,Heat,0,2018-04-10
43-90,8-21,22-29,11,39,50,22,8,9,14,18,116,400974702,Magic,1,2018-04-10
41-91,11-23,32-35,10,30,40,20,16,4,16,25,125,400974844,Timberwolves,0,2017-10-18
49-93,7-27,17-25,15,35,50,17,8,5,24,28,122,400974844,Heat,1,2017-10-18
36-77,15-37,7-11,8,33,41,23,9,6,23,24,94,400974878,Heat,0,2017-10-20
36-80,9-23,14-25,13,28,41,17,9,6,17,16,95,400974878,Nuggets,1,2017-10-20
30-77,10-25,14-18,7,41,48,10,9,6,19,20,84,400974926,Heat,0,2017-10-21
25-74,5-21,19-22,4,36,40,12,10,7,17,20,74,400974926,Jazz,1,2017-10-21
32-78,9-19,29-31,11,29,40,9,8,2,12,19,102,400974956,Wizards,0,2017-10-23
32-78,13-30,16-19,12,30,42,15,3,3,17,20,93,400974956,Heat,1,2017-10-23
34-83,10-35,13-18,10,42,52,21,6,7,15,19,91,400974969,Heat,0,2017-10-26
32-84,10-35,14-16,7,39,46,18,4,4,12,17,88,400974969,Wizards,1,2017-10-26
38-80,19-39,14-16,9,33,42,29,4,4,13,24,109,400975023,Heat,0,2017-10-29
37-84,7-17,16-26,13,31,44,21,9,3,10,16,97,400975023,Timberwolves,1,2017-10-29
36-72,10-28,20-23,5,28,33,14,7,2,11,21,102,400975159,Trail Blazers,0,2017-10-31
34-72,13-30,14-23,10,26,36,19,6,1,15,21,95,400975159,Heat,1,2017-10-31
33-81,5-20,18-22,10,32,42,14,8,5,17,20,89,400975246,Magic,0,2017-11-01
41-91,11-33,14-17,16,37,53,22,11,5,15,20,107,400975246,Heat,1,2017-11-01
45-88,12-24,15-18,11,29,40,24,6,2,8,17,117,400975277,Heat,0,2017-11-03
44-81,12-27,11-15,9,28,37,31,2,9,12,20,111,400975277,Magic,1,2017-11-03
37-82,10-32,18-20,8,36,44,15,6,5,11,18,102,400975332,Jazz,0,2017-11-07
40-83,9-29,14-20,8,29,37,21,6,6,8,16,103,400975332,Heat,1,2017-11-07
41-84,13-30,16-19,5,34,39,25,8,5,11,26,111,400975538,Magic,0,2017-11-10
40-93,3-23,26-35,17,36,53,21,5,4,12,19,109,400975538,Heat,1,2017-11-10
42-94,9-33,20-27,13,28,41,26,11,3,14,24,113,400975705,Heat,0,2017-11-11
40-80,14-24,23-27,8,33,41,25,7,3,18,22,117,400975705,Wizards,1,2017-11-11
34-77,7-20,27-34,8,32,40,22,4,2,15,20,102,400975734,Wizards,0,2017-11-13
52-88,10-28,15-21,5,37,42,27,9,5,10,25,129,400975734,Heat,1,2017-11-13
39-91,10-31,11-16,10,36,46,24,6,4,11,24,99,400975750,Heat,0,2017-11-15
38-83,14-36,25-30,9,41,50,23,5,6,12,15,115,400975750,Trail Blazers,1,2017-11-15
46-100,18-38,31-37,11,35,46,23,10,5,13,25,141,400975800,Nuggets,0,2017-11-18
56-102,20-36,17-27,7,39,46,36,5,11,11,26,149,400975800,Heat,1,2017-11-18
34-87,13-30,18-20,8,33,41,22,4,1,10,25,99,400975830,Heat,0,2017-11-20
36-84,8-26,25-33,12,39,51,17,7,1,11,23,105,400975830,Thunder,1,2017-11-20
35-81,14-35,31-38,7,36,43,21,9,4,9,15,115,400975952,Thunder,0,2017-11-22
40-87,5-22,8-14,8,35,43,21,6,4,15,24,93,400975952,Heat,1,2017-11-22
41-87,11-31,14-20,8,28,36,24,7,5,12,19,107,400974936,Magic,0,2017-11-25
46-87,12-29,21-27,13,37,50,29,9,4,12,16,125,400974936,Nuggets,1,2017-11-25
37-79,11-29,9-9,7,34,41,19,6,4,15,16,94,400974964,Magic,0,2017-11-28
38-87,14-27,9-13,10,31,41,21,7,2,12,10,99,400974964,Trail Blazers,1,2017-11-28
47-98,14-34,17-18,14,40,54,31,10,4,10,19,125,400974980,Jazz,0,2017-11-30
31-81,8-29,15-23,11,35,46,13,10,5,16,20,85,400974980,Magic,1,2017-11-30
46-91,12-37,14-22,7,37,44,28,4,4,14,31,118,400975012,Magic,0,2017-12-02
40-87,8-23,36-45,10,32,42,22,9,3,7,17,124,400975012,Timberwolves,1,2017-12-02
38-96,12-32,20-30,21,27,48,17,8,5,13,20,108,400975055,Thunder,0,2017-12-04
45-76,13-30,18-26,2,35,37,28,9,7,13,22,121,400975055,Magic,1,2017-12-04
42-85,6-21,13-16,6,38,44,21,7,7,12,20,103,400975121,Nuggets,0,2017-12-06
33-83,5-21,18-23,11,31,42,18,5,7,14,17,89,400975121,Magic,1,2017-12-06
37-86,8-18,13-15,6,39,45,18,7,9,14,20,95,400975171,Trail Blazers,0,2017-12-08
32-84,10-29,14-19,8,37,45,15,7,3,15,18,88,400975171,Magic,1,2017-12-08
42-87,8-26,11-17,4,24,28,17,7,3,12,22,103,400975234,Magic,0,2017-12-09
47-86,16-30,20-23,12,37,49,29,5,2,16,18,130,400975234,Wizards,1,2017-12-09
41-80,12-29,25-31,12,28,40,32,7,3,15,21,119,400975366,Magic,0,2017-12-13
54-95,4-16,13-19,14,27,41,26,9,6,11,22,125,400975366,Wizards,1,2017-12-13
43-98,7-16,9-10,11,26,37,19,10,9,7,21,102,400975395,Timberwolves,0,2017-12-15
40-90,11-31,17-19,15,36,51,24,4,10,16,15,108,400975395,Magic,1,2017-12-15
46-85,7-26,16-18,12,26,38,35,14,6,14,19,115,400975524,Wizards,0,2017-12-16
34-77,10-32,20-22,10,25,35,17,12,4,20,15,98,400975524,Magic,1,2017-12-16
39-84,12-29,15-21,8,27,35,23,15,6,16,19,105,400975649,Magic,0,2017-12-19
42-88,11-25,17-20,14,36,50,24,6,6,20,13,112,400975649,Thunder,1,2017-12-19
29-85,11-34,11-14,6,30,36,18,7,4,14,19,80,400975701,Magic,0,2017-12-22
36-73,10-31,12-18,6,42,48,23,8,7,15,22,94,400975701,Jazz,1,2017-12-22
33-95,10-34,16-27,18,32,50,17,5,1,12,25,92,400975968,Wizards,0,2017-12-23
33-77,13-32,22-27,6,36,42,20,6,7,16,27,101,400975968,Magic,1,2017-12-23
37-84,9-30,26-28,10,28,38,24,13,3,15,24,109,400974798,Wizards,0,2017-12-26
39-80,8-23,18-23,9,35,44,27,5,2,23,22,104,400974798,Nuggets,1,2017-12-26
41-80,9-24,17-22,6,35,41,18,3,6,16,16,108,400975030,Trail Blazers,0,2017-12-28
41-89,8-23,15-16,7,30,37,20,9,4,11,17,105,400975030,Wizards,1,2017-12-28
36-83,10-28,10-17,9,35,44,23,5,4,7,16,92,400975051,Wizards,0,2017-12-29
35-85,10-30,9-14,13,36,49,27,3,1,10,17,89,400975051,Timberwolves,1,2017-12-29
23-80,4-20,19-23,12,19,31,9,8,2,13,21,69,400975100,Wizards,0,2018-01-01
43-76,16-34,14-18,10,42,52,29,9,3,16,20,116,400975100,Jazz,1,2018-01-01
42-89,11-25,11-14,11,33,44,20,16,6,9,22,106,400975103,Wizards,0,2018-01-03
32-78,12-27,16-21,7,34,41,18,2,5,18,20,92,400975103,Trail Blazers,1,2018-01-03
43-92,11-33,10-13,11,28,39,23,15,3,12,17,107,400975351,Jazz,0,2018-01-05
41-78,10-25,12-17,9,36,45,25,8,1,23,17,104,400975351,Wizards,1,2018-01-05
42-86,16-35,12-16,12,27,39,25,10,2,23,25,112,400975457,Wizards,0,2018-01-06
45-87,9-27,22-29,13,27,40,18,16,6,14,15,121,400975457,Thunder,1,2018-01-06
30-80,9-32,27-34,14,38,52,19,7,8,20,24,96,400975490,Thunder,0,2018-01-08
34-89,7-25,27-29,7,36,43,27,8,7,12,28,102,400975490,Wizards,1,2018-01-08
46-87,7-21,17-19,11,26,37,23,10,7,10,21,116,400975752,Timberwolves,0,2018-01-10
42-82,8-20,19-25,14,25,39,26,6,4,11,17,111,400975752,Wizards,1,2018-01-10
37-85,17-34,17-18,7,31,38,25,5,10,10,16,108,400975825,Nuggets,0,2018-01-12
38-80,14-28,10-14,8,38,46,28,3,2,17,21,100,400975825,Wizards,1,2018-01-12
36-77,13-27,11-12,7,31,38,21,4,3,20,18,96,400974766,Nuggets,0,2018-01-14
41-81,9-24,15-16,6,30,36,28,9,5,15,18,106,400974766,Jazz,1,2018-01-14
38-90,11-30,7-14,18,26,44,16,15,7,16,23,94,400974919,Thunder,0,2018-01-15
38-82,9-27,17-22,14,31,45,27,7,7,18,15,102,400974919,Nuggets,1,2018-01-15
30-84,9-32,13-15,12,23,35,13,9,2,20,16,82,400974949,Nuggets,0,2018-01-17
38-73,7-21,16-18,8,35,43,22,12,5,21,18,99,400974949,Trail Blazers,1,2018-01-17
28-78,7-34,14-16,12,30,42,13,6,4,17,13,77,400975052,Nuggets,0,2018-01-20
42-87,14-32,8-9,9,34,43,24,7,6,11,20,106,400975052,Jazz,1,2018-01-20
37-86,12-37,8-12,8,37,45,21,8,3,11,18,94,400975198,Nuggets,0,2018-01-22
39-81,7-24,10-15,6,34,40,13,9,5,10,13,95,400975198,Thunder,1,2018-01-22
43-87,8-24,18-19,8,29,37,28,12,2,8,20,112,400975213,Timberwolves,0,2018-01-26
36-72,13-28,19-24,8,34,42,27,6,5,21,18,104,400975213,Nuggets,1,2018-01-26
42-85,7-25,11-15,16,33,49,19,4,10,14,13,102,400975229,Nuggets,0,2018-01-28
35-83,6-22,9-16,10,24,34,15,6,4,9,19,85,400975229,Trail Blazers,1,2018-01-28
27-84,10-35,19-23,12,30,42,19,7,0,7,22,83,400975249,Jazz,0,2018-01-29
39-81,11-30,18-22,10,43,53,23,3,1,9,21,107,400975249,Nuggets,1,2018-01-29
42-91,15-39,26-31,11,37,48,26,3,2,9,24,125,400975256,Nuggets,0,2018-02-01
47-90,12-29,22-30,7,35,42,27,4,7,6,26,128,400975256,Timberwolves,1,2018-02-01
38-84,12-33,3-6,8,45,53,26,7,5,17,16,91,400975320,Jazz,0,2018-02-02
38-86,14-35,9-15,4,33,37,24,9,1,10,11,99,400975320,Nuggets,1,2018-02-02
36-85,8-25,21-26,11,33,44,19,11,6,11,22,101,400975440,Trail Blazers,0,2018-02-04
34-83,10-30,26-33,14,35,49,23,7,8,15,20,104,400975440,Nuggets,1,2018-02-04
51-98,9-28,13-17,9,31,40,34,5,6,7,18,124,400975511,Thunder,0,2018-02-06
50-97,15-38,12-17,9,34,43,32,3,10,11,17,127,400975511,Nuggets,1,2018-02-06
49-94,10-30,18-21,12,46,58,27,4,5,15,24,126,400975879,Nuggets,0,2018-02-09
45-108,20-44,15-27,18,32,50,25,13,2,8,22,125,400975879,Thunder,1,2018-02-09
39-91,6-24,12-16,12,35,47,22,4,1,8,19,96,400975926,Timberwolves,0,2018-02-10
35-89,11-36,19-22,13,34,47,21,3,7,10,17,100,400975926,Nuggets,1,2018-02-10
31-94,7-33,13-18,18,39,57,10,8,2,17,28,82,400975957,Trail Blazers,0,2018-02-13
31-83,6-26,20-26,10,42,52,22,7,5,12,18,88,400975957,Nuggets,1,2018-02-13
41-90,13-32,11-18,10,37,47,19,4,4,12,22,106,400975971,Nuggets,0,2018-02-15
42-89,9-23,19-25,8,32,40,24,10,2,8,19,112,400975971,Timberwolves,1,2018-02-15
37-77,9-22,14-17,7,31,38,23,10,8,19,21,97,400974775,Jazz,0,2018-02-23
36-81,7-22,21-26,10,34,44,17,11,2,15,17,100,400974775,Timberwolves,1,2018-02-23
43-86,10-25,19-23,10,35,45,25,5,1,17,17,115,400974790,Timberwolves,0,2018-02-25
46-96,11-31,10-16,9,27,36,26,9,6,11,22,113,400974790,Thunder,1,2018-02-25
43-86,8-28,22-25,11,24,35,19,8,9,14,29,116,400974825,Thunder,0,2018-02-27
42-86,8-22,27-35,17,27,44,23,5,7,15,21,119,400974825,Timberwolves,1,2018-02-27
37-71,10-20,25-29,5,35,40,22,9,5,15,13,109,400974948,Timberwolves,0,2018-02-28
37-84,14-40,10-11,8,23,31,23,8,4,15,23,98,400974948,Jazz,1,2018-02-28
39-76,12-24,17-21,6,20,26,26,7,5,16,20,107,400975075,Timberwolves,0,2018-03-02
41-79,8-26,21-22,13,29,42,28,7,7,18,24,111,400975075,Thunder,1,2018-03-02
46-84,10-24,5-5,7,33,40,26,6,8,17,19,107,400975197,Trail Blazers,0,2018-03-04
42-91,7-19,17-21,11,21,32,19,6,2,10,14,108,400975197,Timberwolves,1,2018-03-04
32-80,6-25,18-24,10,31,41,13,9,2,18,22,88,400975357,Thunder,0,2018-03-05
39-80,7-20,19-27,11,34,45,22,11,5,14,22,104,400975357,Timberwolves,1,2018-03-05
